id,price_doc
30659,3719479.989070957
30660,29518413.76680269
30661,6385773.080638759
30662,10170170.569960129
30663,41547232.26449672
30664,713375.0730435647
30665,4459132.8080222495
30666,98958531330007.5
30667,6162851.457497595
30668,25680999.179069147
30669,1082786.863512991
30670,2811412.8128544404
30671,1940332.866932477
30672,3862915.1375838155
30673,40567109.24527561
30674,678990.4036624928
30675,83116272442272.47
30676,50664896.871858254
30677,34268987.94700645
30678,12942404.499893975
30679,1634204.4844824981
30680,4415147.6209166115
30681,303179.5047182119
30682,10699296.880210709
30683,10362073.115996324
30684,4458040.514032165
30685,91689515.04101107
30686,9687436.897561641
30687,5720371.398498127
30688,15164801.684935046
30689,534964790503.09827
30690,1187261.963156182
30691,16524042.062902577
30692,103440987.63415624
30693,3422403348.515764
30694,10016094.420139505
30695,29073856.792265587
30696,11086145.655007401
30697,105494391.08608413
30698,4697900.179443403
30699,3613353.4079606603
30700,3746640.447554358
30701,10040010.955789382
30702,6624839.531412575
30703,3554329.7814681614
30704,6852543.045928681
30705,108130458.73766986
30706,1006845.5042907691
30707,120395423071978.72
30708,12523652.819696795
30709,7790577.135955084
30710,1284412.9878902044
30711,4090188.568133493
30712,16112946.302206289
30713,246330.2443693282
30714,16226464.58929412
30715,1501574.0886093988
30716,10362073.115996324
30717,12578920.080657955
30718,340042.247382715
30719,767206105.0590562
30720,7112065.648284996
30721,6370985.894667667
30722,13865651.130580293
30723,5525300.538452943
30724,12772933.915097972
30725,2658877.0844999827
30726,340095.18460044
30727,9821067.64154115
30728,34198782.54874753
30729,117467818155098.95
30730,23358599.942161705
30731,6356678.882735668
30732,256379.8604332563
30733,17671789.624712624
30734,8823596.578367343
30735,6379454.632225126
30736,5258657.77000933
30737,26002362.222250137
30738,43920555.24842021
30739,8339438.574726674
30740,4574885.424238408
30741,620359482.6385814
30742,4838366.8059175955
30743,3758689.9726002235
30744,11180613.477273418
30745,135821593.68143526
30746,6379454.632225126
30747,2657066.3385842573
30748,35240947.73613548
30749,38036953.26140578
30750,4910408.772777685
30751,8720786.304466272
30752,476245162.0366562
30753,5602986.739840931
30754,136999.41719022018
30755,126376623122432.84
30756,6908859.980764945
30757,2127624.649590236
30758,797103.1325529104
30759,10715416.90495821
30760,126376623122432.84
30761,16998080.345620837
30762,3521336.6589465067
30763,6852543.045928681
30764,4459132.8080222495
30765,2992272.1468927627
30766,1428927.9203639382
30767,48362356.317562476
30768,891401.8149179957
30769,2877523.6251829513
30770,4459132.8080222495
30771,3162805.2395485565
30772,29611565.89341522
30773,7924741.742575957
30774,5572579.378759937
30775,52565291.01006913
30776,571645.4109248073
30777,4459132.8080222495
30778,5903425.928946042
30779,1989196.215654049
30780,17703522.751477584
30781,8029302.489451953
30782,624868.7500624394
30783,4632731.297354586
30784,3479798.523196726
30785,1449058.2281180054
30786,4874752.777464347
30787,6315988.009731134
30788,3951160.6802535304
30789,2638880.319133781
30790,2507044.8641051645
30791,11489973.922292013
30792,8885196.448709622
30793,17179542.799651578
30794,814228.8206748959
30795,30301286.11107529
30796,5850497.694403064
30797,8397873.876332616
30798,314083.1357767483
30799,3094034.1492007556
30800,41095326.241106816
30801,6356678.882735668
30802,16060704.090208726
30803,3628377.1555962497
30804,1030858.1583634004
30805,126685063.04845847
30806,8823596.578367343
30807,7349618.009386193
30808,5063057.225964869
30809,4200660.482939799
30810,3823593.208601095
30811,2632043.530576252
30812,1034974.532045526
30813,4997994.286135292
30814,2978053.1094989115
30815,7060551.651539349
30816,18262472.468778387
30817,83116272442272.47
30818,21813492.497034993
30819,7588600.701497954
30820,1284780.7600660606
30821,11145697.013380053
30822,384733.39498106146
30823,29073856.792265587
30824,2707293.138368349
30825,4133883.412733888
30826,263898559.6509428
30827,4415147.6209166115
30828,33985527.00709906
30829,1268506.780695169
30830,10814574.609607905
30831,4000716.7066716
30832,620990.077522983
30833,26360380.134312313
30834,3966768.5053208647
30835,4326616.282438281
30836,3589992.8011171184
30837,1784886.710863886
30838,18906866.474125493
30839,13925215.94241616
30840,3265268.507454424
30841,8452981.402862992
30842,3300013.6090808786
30843,17246755.05244603
30844,6908859.980764945
30845,22695968.05681177
30846,4874752.777464347
30847,10531111.377858555
30848,8796008.152434696
30849,4011624.7528289156
30850,3907772.2595768743
30851,6582868.6225541355
30852,12726279.91350065
30853,2142641.156479808
30854,4419958.289179856
30855,25775240.891876463
30856,2021952.6766274637
30857,279587.44700450654
30858,4916671.92602896
30859,5123079.1999941645
30860,11508401.90705036
30861,8669727.927805906
30862,310924.0586711861
30863,4412075.093880711
30864,445198210.3956366
30865,8218847.576750143
30866,5702160.565128151
30867,33350997.991511043
30868,2358862.851639007
30869,34421572.434716895
30870,180419.20592838537
30871,3420974.1343752937
30872,1237144.441155012
30873,4632226.783733434
30874,4456694.078863632
30875,1123928.2405848287
30876,3603489.6409625844
30877,6638288.201350214
30878,6379454.632225126
30879,11219932.471844623
30880,6356678.882735668
30881,83116272442272.47
30882,22658471.94952727
30883,2638006.804427351
30884,6379454.632225126
30885,1900969.0263494626
30886,6560042.432846836
30887,37762149.3533222
30888,3972735.2122688037
30889,4383812.323018546
30890,616250.5720782005
30891,1428927.9203639382
30892,1428927.9203639382
30893,4874752.777464347
30894,13873551.705181392
30895,5382885.42868696
30896,983549.0707644785
30897,8472782.682667984
30898,8805665.966976635
30899,7472788.670491665
30900,1016757.0423471918
30901,131645.46250912565
30902,83116272442272.47
30903,91084.97170636531
30904,9220544.862703273
30905,6398601.676180368
30906,5580812.414301729
30907,12745297.924523732
30908,5543772.535370282
30909,38303289.54098781
30910,6645506.768795781
30911,190025.4683824876
30912,4203934.871658767
30913,1842730.1694941611
30914,1633337.1349368396
30915,1038903.5487003359
30916,7297569.733523759
30917,18881804.440702874
30918,4497592.937323311
30919,126376623122432.84
30920,7697438.1170830885
30921,3772378.9701169753
30922,256848.73128878255
30923,1009782.1886437923
30924,4415147.6209166115
30925,23648345.653829888
30926,1001608.7993978299
30927,14549057.951089252
30928,785132.0835972312
30929,4415147.6209166115
30930,4969284.751866614
30931,4298085.144088606
30932,3322977.7009410067
30933,774990.0546178246
30934,5376839412.744181
30935,8779316.073317641
30936,8823596.578367343
30937,9121994.812626364
30938,2257621.8824748616
30939,5974935.816218682
30940,8232056.51364331
30941,770177.7528836452
30942,1065557.0686779746
30943,10186638.898660721
30944,4200660.482939799
30945,7064994.257495194
30946,460305866.26437265
30947,4312432.763177041
30948,3090272.5922263428
30949,4315185.709332336
30950,3337455.1611311375
30951,6342177.334822779
30952,7479702.653871245
30953,15618345.992467502
30954,4081442.4003131925
30955,7769216.938711955
30956,28945084.098606486
30957,4102998.725772439
30958,7905942.861480256
30959,1278125.245287054
30960,67544706.840265
30961,5987344.984950209
30962,35523603.45051171
30963,1095156.9048184238
30964,8909204.717379747
30965,4783998.544334242
30966,2179186.660707644
30967,14369110.003652763
30968,3839874.849626849
30969,4403083.306460115
30970,5180447.74447674
30971,328049036.7270004
30972,4403083.306460115
30973,15226669.636569304
30974,5689840.33714191
30975,216253608.84299728
30976,4478597.019055991
30977,4367242.655637646
30978,8910037.836118374
30979,985649.6290365673
30980,56576.539790528164
30981,3825385.0913994107
30982,4732262.522661162
30983,4614906.544500323
30984,6398601.676180368
30985,3155807.6810027687
30986,10452297.68506861
30987,26033667.04107324
30988,4051077.2245846232
30989,12877074.834681723
30990,1734220.276187568
30991,61072247.483094975
30992,98958531330007.5
30993,3003842.9075759626
30994,17528695.29691371
30995,562405.6703536682
30996,6379454.632225126
30997,6244885.769003229
30998,9969584.190225372
30999,1758037.1049233302
31000,12672703.859532516
31001,6356678.882735668
31002,316296.53403543256
31003,477194.0592643799
31004,112211065.34284681
31005,27669.259073677247
31006,5355195.702957181
31007,3448335.50947298
31008,4133883.412733888
31009,18429422.773821224
31010,3514887.514753455
31011,5336991.381413656
31012,6825182.757493745
31013,1712278.899153106
31014,511692.7057715089
31015,1093979.8508549004
31016,5336991.381413656
31017,9635732.609491725
31018,2205814.494573809
31019,2567617.792119716
31020,4487118.155300476
31021,12217543.3478782
31022,995856.789214276
31023,10058295.641385857
31024,18644075.113606073
31025,5103300.792990197
31026,4720709.520149233
31027,3592153.4416118264
31028,192269.84691147401
31029,19592218.90465347
31030,6503723.413470742
31031,5427679.101252701
31032,44568933.19576169
31033,6458358.404227434
31034,317473262.16421634
31035,8373524.047966066
31036,210319.95184314565
31037,2274397.048313653
31038,2491428.693594024
31039,16158293.705749074
31040,4570695.230693357
31041,2526336.771335505
31042,3909463.6512682103
31043,10781722.872065865
31044,363470.8605484251
31045,28702828.414111197
31046,30630559.885699224
31047,1342688.9657138353
31048,9147475.834184486
31049,8144994.161717008
31050,4042868.6812582444
31051,6553262.330588539
31052,4614906.544500323
31053,46356981.08951731
31054,6195471.573640818
31055,4569245.968722754
31056,12776554.598764578
31057,4415147.6209166115
31058,13573216.407589938
31059,314752.78522094584
31060,7340564.58175912
31061,6356678.882735668
31062,6353472.2022798965
31063,1044889.4336348124
31064,5781925.879288956
31065,4052427.1166392714
31066,4916671.92602896
31067,6957004.689314486
31068,3325731.3687663395
31069,2705455.0420937375
31070,1233465.345564062
31071,983647.2611245972
31072,33161567.874177065
31073,83116272442272.47
31074,29073856.792265587
31075,3544022.9374283645
31076,44136460.05808741
31077,6398601.676180368
31078,5058127.497217107
31079,706004.5731617629
31080,8026724.7527095135
31081,99372467909752.17
31082,945617.6377620327
31083,4200660.482939799
31084,9635732.609491725
31085,35148781.74562902
31086,3554329.7814681614
31087,3321270.635310874
31088,1208328.2596434532
31089,13364294.08021624
31090,6707816.565417589
31091,3605973.775913047
31092,7309205.065519493
31093,4459132.8080222495
31094,5403928.707091267
31095,21951172.741418976
31096,36835153.47021659
31097,45432183.445233546
31098,29588608.27824276
31099,18617206.851854187
31100,21674662.59346585
31101,7415249.831493782
31102,123166448.5976346
31103,22089176.67772809
31104,3529264.3944171616
31105,8466892.506379027
31106,2573119.9685332663
31107,30356742.692675795
31108,5394769.931251812
31109,1268090.9232803725
31110,9617186.69745253
31111,1510396.2716931743
31112,10684010.035851952
31113,3383426.1245592204
31114,23084837.81929445
31115,1347886.236241331
31116,4928562.6386437565
31117,241585.8245918545
31118,4632226.783733434
31119,3717214.025621259
31120,2588249.9192200494
31121,4560921.581693698
31122,12906064.138194136
31123,5213231.047404132
31124,31702438.600914944
31125,947827.9582237041
31126,108162776.23762713
31127,5608480.827505477
31128,6628141.991949714
31129,5679888.411883149
31130,15058440.926837675
31131,65919503.818153374
31132,1725472.8556463355
31133,21263824.825156834
31134,3162597.3776962436
31135,2794942.884361576
31136,4855673.104651531
31137,10015467.809920423
31138,1770149.0545650583
31139,1099267.1461432218
31140,1289773.7724974698
31141,725045.461269078
31142,9635732.609491725
31143,4169128.1071431935
31144,851006.0469509818
31145,8490558.290980209
31146,79246498.68548878
31147,5970624.204771093
31148,5284587.837320301
31149,83116272442272.47
31150,8796008.152434696
31151,60718460.0302004
31152,7924741.742575957
31153,636055.9448030799
31154,348531.6966452861
31155,2498776.7086581904
31156,6353493.223094139
31157,3872194.387518537
31158,33191777.047327437
31159,6228715.7968055615
31160,126100318.9639528
31161,4403083.306460115
31162,2649868.130223353
31163,1820918.3493658763
31164,3153770.7826526277
31165,5185995.393212559
31166,6379454.632225126
31167,769681.872884824
31168,28635525.52778542
31169,3151198.5271706553
31170,5195109.512139837
31171,875800954.3366287
31172,1138291.7834124365
31173,12572988.463102024
31174,643811.079493965
31175,4285012.39719885
31176,1237144.441155012
31177,8796008.152434696
31178,2529042.18016933
31179,931824.8018819867
31180,3325731.3687663395
31181,489160421.476252
31182,28211027.965246804
31183,5614970.898329436
31184,3318752.0091216723
31185,112632205.50627148
31186,10616662.37682628
31187,3383426.1245592204
31188,5213231.047404132
31189,16459855.167087667
31190,651109.801063649
31191,19930581.785543635
31192,3489584.0606952994
31193,2096760.8235569694
31194,79136136.77574483
31195,6867883.592058547
31196,10523527.234904354
31197,4100038.5624153195
31198,2855800.0808817423
31199,8026724.7527095135
31200,8195641.096465981
31201,8751907.965241496
31202,3718985.1006413624
31203,6356678.882735668
31204,3392275.853671176
31205,2674266.0049405866
31206,633001.2385204752
31207,3941376.1146468725
31208,1726470.8426689699
31209,4074343.0246228254
31210,2088026.7544319676
31211,9031790.178058954
31212,2008028.109451327
31213,3734827.063789732
31214,8232056.51364331
31215,1237144.441155012
31216,6379454.632225126
31217,7475350.540388637
31218,2356570.0508616413
31219,616808.5211343701
31220,29261165.66819495
31221,1034190.1659087464
31222,5595177.678896857
31223,9935251.359384187
31224,6491223.359585064
31225,610806147.8053341
31226,6215396.754858856
31227,9773879.26940058
31228,8236497.078324833
31229,3892762.0900263395
31230,4657862.843905891
31231,112211065.34284681
31232,18818031.08118801
31233,7895506.561121078
31234,1270310.3674258003
31235,1342990.1234766322
31236,61954807.46557384
31237,4663912.870840605
31238,7998424.207907726
31239,11034616673.047867
31240,7460598.159855166
31241,7998424.207907726
31242,5309872.7817869885
31243,5522899.326841119
31244,7475350.540388637
31245,13552245.15981775
31246,11028236.180377886
31247,9113194.930299174
31248,7343058.568521498
31249,10040010.955789382
31250,5608480.827505477
31251,7324868.0414642515
31252,6315988.009731134
31253,7656896.77795361
31254,13086894.47514594
31255,14645615.038727976
31256,5715601.614152811
31257,636055.9448030799
31258,11901647.307085762
31259,583310.600979746
31260,3048673.8049225225
31261,1006845.5042907691
31262,6398601.676180368
31263,3702521.244503501
31264,1057568.0786002232
31265,3804758.6683674674
31266,9517463.435790716
31267,1063584.3276977933
31268,5336991.381413656
31269,12957295.70528016
31270,112211065.34284681
31271,3512514.3963594795
31272,1683760.8770085704
31273,93128.3046939767
31274,23227405.56313493
31275,6789153.194513518
31276,25636482.64453571
31277,10244885.865780925
31278,5111841.370087991
31279,30761977.670802124
31280,28990657.56045706
31281,7324868.0414642515
31282,12217543.3478782
31283,6315988.009731134
31284,115455.66046341644
31285,8422300.580303797
31286,1538369.3060237514
31287,10452297.68506861
31288,2535157.461736325
31289,301865315.86157763
31290,2088026.7544319676
31291,5225076.645213466
31292,3521009.7060930687
31293,7475350.540388637
31294,1095156.9048184238
31295,23076471.590686385
31296,9721713.61664336
31297,1584927.633825437
31298,3493828.4639118775
31299,9972539.42343161
31300,129907925.58964309
31301,7632889.08292243
31302,9915266.452495268
31303,385148.8095890987
31304,5202982.419809081
31305,5062573.906106686
31306,3109103.5028912285
31307,5284587.837320301
31308,12453725.532503702
31309,284429.0706025323
31310,8256612.086616999
31311,1665879.716572335
31312,22175583.308955252
31313,9093726.79842482
31314,8048231.20475427
31315,10362073.115996324
31316,9617781.770455344
31317,20882728.717492346
31318,12314284.172017468
31319,8232056.51364331
31320,179200.5896508823
31321,1792157.7509957256
31322,6908859.980764945
31323,7999769.768349763
31324,7048835.256981846
31325,55902737.04240989
31326,105023929.23549607
31327,45517330.611919425
31328,5784463.134592973
31329,6923228.248748766
31330,19320825.247467577
31331,5791986.763812069
31332,2440102.037488411
31333,4544554.441149476
31334,5336991.381413656
31335,14322183.401880352
31336,595142.8201399018
31337,20072132.583362766
31338,9442905.10816668
31339,1596729.8780768737
31340,36258683.66432622
31341,10035713.509521844
31342,61313118.47901102
31343,1016757.0423471918
31344,525182.9467805384
31345,4182085.511351257
31346,518734.7302995424
31347,305603.8771781508
31348,7236567.605827088
31349,7958354.947719118
31350,3379806.7499754573
31351,15562437.250699539
31352,18145712.469261806
31353,4437936.590112841
31354,11229630.217338553
31355,4265732.262852844
31356,4874752.777464347
31357,6030964.685686941
31358,99064504250298.83
31359,5344470.0150214685
31360,3112773.3992438517
31361,1158153.6961344327
31362,10194859.532866744
31363,1186616.0181215573
31364,8731338.475763006
31365,1043771.6772235137
31366,1758764.0204250359
31367,12576484.942046314
31368,5238891.757097844
31369,6238945.461785719
31370,11568363.555474784
31371,20537319.38816066
31372,118073696.97808251
31373,10014535.250921851
31374,6353472.2022798965
31375,3265418.481329316
31376,8029302.489451953
31377,105152071.2862771
31378,158459671.3870729
31379,4622893.170399177
31380,44397024.75549401
31381,1557544.2665794017
31382,3547591.3932597213
31383,39308818.23776955
31384,47167050.53885238
31385,11088879.277204623
31386,6199476.743415026
31387,5706686.480882222
31388,4372031.943977495
31389,4744464.595227279
31390,28497896.760947928
31391,633745.5112170103
31392,8938917.009896755
31393,10284867.728408864
31394,4645369.191036248
31395,1061070.5130378946
31396,3569918.947916897
31397,24623768.517310422
31398,3438251.6349693798
31399,27742350.171617705
31400,3855443.9882608964
31401,1403199.3502905022
31402,9681665.956868287
31403,5781925.879288956
31404,21332491.680917263
31405,3913650.2259519994
31406,4927348.544797245
31407,1018826.8103995504
31408,6315988.009731134
31409,475470.4872022075
31410,8173866.093795068
31411,4031253.0255346983
31412,2392390.3790970533
31413,11045883.466323515
31414,332491.265589706
31415,8097764.644318214
31416,313669.2140353898
31417,130011844.82796356
31418,11110224.430479169
31419,897142.7507863311
31420,5427679.101252701
31421,2508708.228319401
31422,27684766.022116758
31423,7475350.540388637
31424,29715913113.486702
31425,2528294.3818180254
31426,33663764.67937454
31427,54178285.46808464
31428,2539227.3375067967
31429,809883.076611734
31430,1237144.441155012
31431,1347886.236241331
31432,6084289.173533323
31433,10553788.470258096
31434,1099267.1461432218
31435,3353581.0620360943
31436,9897043.372229889
31437,12776554.598764578
31438,513200.3294628253
31439,10589447.455328768
31440,32314887.12743307
31441,19153950.97960405
31442,3906573.452338095
31443,1247558.8682575312
31444,8014874.014632127
31445,587730.7565164114
31446,3394323.8209126913
31447,74299772.26151627
31448,2686847.7764293207
31449,10722086.168389672
31450,3491247.495708064
31451,5000047.487175814
31452,23339324.461871322
31453,3580974.0453684106
31454,827330.439069936
31455,49854126.789449826
31456,5781925.879288956
31457,2486255.610973066
31458,21387820.084046993
31459,8645436.28564943
31460,5781925.879288956
31461,2264167.768564062
31462,3392275.853671176
31463,6932125.954708871
31464,1054022.131762355
31465,4914936.249739225
31466,6113451.4244074
31467,985649.6290365673
31468,85470087.73719403
31469,5732629.645288358
31470,1569513.4872327975
31471,8084119.2772287605
31472,99372467909752.17
31473,98530379.86413564
31474,120395423071978.72
31475,6662908.280715431
31476,1427079.3510354785
31477,35812536.7095261
31478,2064220.4996411023
31479,5299175.454778781
31480,33518591.71137797
31481,10091032.6670273
31482,12083338.919012167
31483,3857520.921508632
31484,4866813.445761573
31485,30630.657381928904
31486,2981994.48290414
31487,24217026.464794263
31488,6359478.253420576
31489,1034310.5030002963
31490,3917841.2839637194
31491,216137905.59944376
31492,4465363.924068512
31493,6653054.694931789
31494,1271711.101718289
31495,3579911.7936910163
31496,11876664.546852415
31497,3497290.5205526208
31498,4984635.898596341
31499,4678413.979747487
31500,43411681.46873618
31501,153320742.62541118
31502,11054209.441161875
31503,7767081.062220865
31504,240682.36511366593
31505,4625859.406392526
31506,12516649.839733448
31507,2716801.66555533
31508,5271798.532956824
31509,1603904.9288295046
31510,3873609.0849113413
31511,5781925.879288956
31512,3825385.0913994107
31513,137910044.16808915
31514,1041644.9698929607
31515,89295510419442.5
31516,3315385.6849892116
31517,17999158.699906927
31518,12384683.117071629
31519,10793268.826361464
31520,654184896318.2103
31521,525984.0387319461
31522,2526336.771335505
31523,109082389.0656776
31524,72485200.30524658
31525,11431073.267204734
31526,6398601.676180368
31527,8303579.532433841
31528,2079330.0373011453
31529,8328548.51134328
31530,13661323.114433086
31531,2863978.768422183
31532,6398601.676180368
31533,6519666.218981
31534,40771799.49614175
31535,46760977.632467635
31536,23698537.120283883
31537,4838366.8059175955
31538,6671285.183382134
31539,3490090.9879360893
31540,9617186.69745253
31541,99596073552562.22
31542,4712823.568339008
31543,1043771.6772235137
31544,5781925.879288956
31545,7498534.511109005
31546,12762887.051535223
31547,5832482.986949704
31548,20843264.665979955
31549,5608480.827505477
31550,4836570.478936388
31551,2620682.4351704842
31552,6905029.396696137
31553,3990825.869606248
31554,4793257.9056796385
31555,2853066.670988177
31556,24623768.517310422
31557,286502742.7987149
31558,10452297.68506861
31559,99596073552562.22
31560,24623768.517310422
31561,5869003.880889165
31562,218463735.80028874
31563,104390194.0368471
31564,206804666.2262122
31565,9553579.129889434
31566,1649086.9145805978
31567,1186707.4735947985
31568,4373173.157909086
31569,8748362.049408723
31570,4862969.931203551
31571,118014.37528815873
31572,4112773.23431327
31573,8099976.459996356
31574,50397301.47100302
31575,6379454.632225126
31576,13163535.211097809
31577,4198862.465768341
31578,13991082.365491113
31579,1347886.236241331
31580,7876661.700138686
31581,9152910.940490972
31582,12295816.993905133
31583,2310711.653833268
31584,1199384.8183825528
31585,8232056.51364331
31586,13810939.010174157
31587,30914476.875783622
31588,10176060.954949649
31589,3436344.7186779366
31590,14921096.592989553
31591,4074557.903640453
31592,1852482.1715446305
31593,124790015.30033581
31594,11838417.34534434
31595,24804011.42981995
31596,3557981.4338299762
31597,2308401.2320406404
31598,13404350.499827744
31599,12791862.2364222
31600,892173.1064321885
31601,756891.1639496526
31602,4460612.60699147
31603,644700758758.6122
31604,26215022.66168737
31605,5781925.879288956
31606,6595481.847946722
31607,1976732.5474394083
31608,4460612.60699147
31609,4861498.745353522
31610,41646651.14373419
31611,4578039.209546259
31612,189638.48766069513
31613,6238945.461785719
31614,5986012.186079932
31615,9897043.372229889
31616,14945829.287738921
31617,2424240.6762086367
31618,15738926.463166969
31619,2219275.0967740132
31620,4853927.418901023
31621,4077175.1228079447
31622,47297958.7337371
31623,5923523.434985531
31624,4869505.213448268
31625,15644590.142189765
31626,5384528.34294759
31627,6242762.732516034
31628,1357405.6896780247
31629,5414260.433235378
31630,3554329.7814681614
31631,6825182.757493745
31632,12830798.788376708
31633,4511687.544950006
31634,15978034.217224866
31635,10313606.210954519
31636,66210328.147538155
31637,5305394.290406812
31638,4487118.155300476
31639,1030858.1583634004
31640,24855508.138156813
31641,4632226.783733434
31642,102801905785183.55
31643,12892258.049785184
31644,15896839.533701682
31645,4657113.018348057
31646,24365919.02611888
31647,1745233.24692603
31648,1416781.3751857602
31649,5556461.159078066
31650,38433340.031668045
31651,24609607.328495387
31652,1875164.1389658793
31653,20269104.641658638
31654,17292025.906662825
31655,4022347.96610264
31656,116472515.84781846
31657,9607891.824543756
31658,4916671.92602896
31659,4214077.751125404
31660,12209359.734143047
31661,46143249.04989915
31662,7324868.0414642515
31663,4614906.544500323
31664,1428927.9203639382
31665,113430660.77303739
31666,205064988.82800323
31667,18748037.966584597
31668,16409261.668708287
31669,4260364.016283365
31670,4678831.622340362
31671,115924192.38350898
31672,2740025.908928532
31673,36686531.342818834
31674,16661781.794683369
31675,1792157.7509957256
31676,9937248.758552374
31677,1163905.0792522174
31678,463786.06494986493
31679,2019642.67294187
31680,88490.43610444127
31681,6356678.882735668
31682,113245704706578.28
31683,8232056.51364331
31684,4198862.465768341
31685,1043771.6772235137
31686,15301620.658908438
31687,12543904.7460303
31688,10248467.073458187
31689,1095156.9048184238
31690,23548927.68890716
31691,1065557.0686779746
31692,4658608.6236235695
31693,7367794.611481943
31694,6908859.980764945
31695,7324868.0414642515
31696,983647.2611245972
31697,4198862.465768341
31698,985649.6290365673
31699,2841009.0953675928
31700,34821565.9966425
31701,6119300.606937805
31702,10448869.542781806
31703,6315680.716751343
31704,8076360.057892233
31705,282879.6224102532
31706,291540.8711473288
31707,35337386.26698036
31708,6931573.918044698
31709,4375498.902920631
31710,3537306.490686639
31711,838565.5708357834
31712,95700200.90223862
31713,5608480.827505477
31714,126759275.41907817
31715,4169128.1071431935
31716,8517864.672839804
31717,5602986.739840931
31718,4071987.521805141
31719,4832641.549221175
31720,4220116.131284837
31721,1395666.2207160583
31722,12892258.049785184
31723,6698187.567872005
